"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Masuda Y.; Wang D.; Yonezawa T.; Koumoto K.","Masuda, Yoshitake (7401445742); Wang, Dejun (55713265400); Yonezawa, Tetsu (55139045700); Koumoto, Kunihito (26643410900)","7401445742; 55713265400; 55139045700; 26643410900","Site-selective deposition of TiO2 thin films using self-assembled monolayers and their dielectric properties","2002","Key Engineering Materials","228-229","","","125","130","5","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036429168&partnerID=40&md5=a39052ffd81cb1571af6729fe9651c4b","TiO2 thin films were grown on several kinds of SAMs (self-assembled monolayers) using TC (titanium tetrachloride), TDD (titanium dichloride diethoxide) or TE (titanium tetraethoxide) as a starting material. We attempted to improve the feature edge acuity through controlling the reactivity by changing starting materials and surface functional groups, of SA/Ms. The deposition of TiO2 from TC or TDD solution was promoted on the silanol group, and the deposition was suppressed on OTS (octadecyltrichloro-silane)-SAM. On the other hand, TiO2 was deposited from TE solution regardless of the type of a surface functional group in the whole area of patterned SAMs. The silanol group which has high hydrophilicity accelerated the growth of TiO2, but the OTS-SAM which has hydrophobicity suppressed the growth of TiO2. It is also clarified that the chlorine atom in starting material has high reactivity with silanol groups of SAMs. As-deposited thin films were amorphous with different compositions depending on the starting material and crystallized into anatase by annealing above ∼300°C. Current-voltage characteristics of a MOS device constructed from TiO2 thin film was evaluated.","Micropatterning; Molecular Recognition; MOS; Selective Growth; Self-Assembled Monolayers; Thin Film; Titanium Dioxide","Annealing; Composition; Crystallization; Current voltage characteristics; Deposition; Dielectric properties of solids; Film growth; Hydrophilicity; MOS devices; Self assembly; Solutions; Titanium dioxide; Molecular recognition; Thin films","Conference paper","Final","","Scopus","2-s2.0-0036429168"
"Bertolino Antonia; Inverardi Paola","Bertolino, Antonia (7006797074); Inverardi, Paola (57192813016)","7006797074; 57192813016","Architecture-based software testing","1996","International Software Architecture Workshop, Proceedings, ISAW","","","","62","64","2","26","10.1145/243327.243599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030398679&doi=10.1145%2f243327.243599&partnerID=40&md5=0bec492256e7ca48b895e3a17a32f49b","The system, integration and unit test of the software were investigated on how it can be devised and controlled based on the software architecture. Software architecture provides formal and explicit description of both static and dynamic properties of a system. Descriptions of software architectures are based on the Chemical Abstract Machine (CHAM) formalism are presented. The CHAM formalism analyzes and verifies various properties of a system under specification. The algebraic and equational nature of CHAM and its operational ability to derive transition systems from specification are discussed. This allows the definition of integration test plan for set systems that share the same patterns in the way components are structured and interact.","","Computer aided software engineering; Computer simulation; Computer software; Computer systems; Chemical abstract machine (CHAM); Complex software systems; Computer architecture","Conference paper","Final","","Scopus","2-s2.0-0030398679"
"Lee J.; Han H.; Kwon D.","Lee, Jiwoong (37111166000); Han, Youngnam (7404095425); Kwon, Dongseung (34882058600)","37111166000; 7404095425; 34882058600","An adaptive time slot allocation strategy for W-CDMA/TDD system","2001","IEEE Vehicular Technology Conference","4","53ND","","2509","2513","4","6","10.1109/VETECS.2001.944053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035183188&doi=10.1109%2fVETECS.2001.944053&partnerID=40&md5=53a569cb88a752f88b7920802b9a7a45","The code division multiple access system with time division duplex mode (CDMA/TDD) where the same frequency allocation is made for both uplink and downlink is a good solution when the traffic asymmetry between uplink and downlink exists. However, when the asymmetry of each cell may be significantly different from each other, the traffic may experience severe interference from each other when each cell's own slot allocation is made according to the level of traffic asymmetry in each cell. The interference in the W-CDMA/TDD system when the slot allocations are made according to traffic patterns of each cell is analyzed, and a time slot allocation scheme considering the traffic asymmetry is proposed. In this paper, system performances are simulated under the proposed time slot allocation strategy and its optimal operation of the strategy is investigated.","","Code division multiple access; Computer simulation; Frequency allocation; Radio links; Signal interference; Telecommunication traffic; Time division multiple access; Time division duplex mode; Traffic asymmetry; Mobile radio systems","Article","Final","","Scopus","2-s2.0-0035183188"
"Cao Y.; Zhou B.; Li C.","Cao, Yanbo (55470340600); Zhou, Bin (7401906664); Li, Chengshu (7501685563)","55470340600; 7401906664; 7501685563","Admission control of integrated voice and data CDMA/TDD system considering asymmetric traffic and power limit","2004","Chinese Journal of Electronics","13","3","","444","448","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242888042&partnerID=40&md5=f36ecfa3b3d89e64462497e734227935","In this paper, we research an admission control scheme of integrated voice and data CDMA/TDD (Code division multiple access/Time division duplex) system considering asymmetric traffic and power limit. A new user can access the system only if the outage probabilities it experiences on the uplink and downlink time slots are below a threshold value. Based on the power limit the results show the voice and data blocking probabilities under different cell coverage, arrival rates and various uplink/downlink time slot allocation patterns. Furthermore, multicode and multislot schemes are also evaluated under the presented admission control scheme.","Call admission control; CDMA/TDD; Power limit; Time slot allocation pattern","Channel capacity; Code division multiple access; Probability; Quality of service; Signal interference; Telecommunication traffic; Time domain analysis; Call admission control; Power limits; Time slot allocation patterns; Voice/data communication systems","Article","Final","","Scopus","2-s2.0-3242888042"
"Hirata H.; Hu J.W.; Bereiter D.A.","Hirata, Harumitsu (57217399809); Hu, James W. (7406420553); Bereiter, David A. (7004342514)","57217399809; 7406420553; 7004342514","Responses of medullary dorsal horn neurons to corneal stimulation by CO2 pulses in the rat","1999","Journal of Neurophysiology","82","5","","2092","2107","15","53","10.1152/jn.1999.82.5.2092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032693864&doi=10.1152%2fjn.1999.82.5.2092&partnerID=40&md5=8c9b8f95765617ffad737e8aa315596d","Corneal-responsive neurons were recorded extracellularly in two regions of the spinal trigeminal nucleus, subnucleus interpolaris/caudalis (Vi/Vc) and subnucleus caudalis/upper cervical cord (Vc/C1) transition regions, from methohexital-anesthetized male mrs. Thirty-nine Vi/Vc and 26 Vc/C1 neurons that responded to mechanical and electrical stimulation of the cornea were examined for convergent cutaneous receptive fields, responses to natural stimulation of the corneal surface by CO2 pulses (0, 30, 60, 80, and 95%), effects of morphine, and projections to the contralateral thalamus. Forty-six percent of mechanically sensitive Vi/Vc neurons and 58% of Vc/Cl neurons were excited by CO2 stimulation. The evoked activity of most cells occurred at 60% CO2 after a delay of 7-22 s. At the Vi/Vc transition three response patterns were seen. Type I cells (n = 11) displayed an increase in activity with increasing CO2 concentration. Type II cells (n = 7) displayed a biphasic response, an initial inhibition followed by excitation in which the magnitude of the excitatory phase was dependent on CO2 concentration. A third category of Vi/Vc cells (type III, n = 3) responded to CO2 pulses only after morphine administration (> 1.0 mg/kg). At the Vc/C1 transition, all CO2-responsive cells (n = 15) displayed an increase in firing rates with greater CO2 concentration, similar to the pattern of type I Vi/Vc cells. Comparisons of the effects of CO2 pulses on Vi/Vc type I units, Vi/Vc type II units, and Vc/C1 corneal units revealed no significant differences in threshold intensity, stimulus encoding, or latency to sustained firing. Morphine (0.5-3.5 mg/kg iv) enhanced the CO2-evoked activity of 50% of Vi/Vc neurons tested, whereas all Vc/C1 cells were inhibited in a dose-dependent, naloxone-reversible manner. Stimulation of the contralateral posterior thalamic nucleus antidromically activated 37% of Vc/C1 corneal units; however, no effective sites were found within the ventral posteromedial thalamic nucleus or nucleus submedius. None of the Vi/Vc corneal units tested were antidromically activated from sites within these thalamic regions. Corneal-responsive neurons in the Vi/Vc and Vc/C1 regions likely serve different functions in ocular nociception, a conclusion reflected more by the difference in sensitivity to analgesic drugs and efferent projection targets than by the CO2 stimulus intensity encoding functions. Collectively, the properties of Vc/C1 corneal neurons were consistent with a role in the sensory-discriminative aspects of ocular pain due to chemical irritation. The unique and heterogeneous properties of Vi/Vc corneal neurons suggested involvement in more specialized ocular functions such as reflex control of tear formation or eye blinks or recruitment of antinociceptive control pathways.","","carbon dioxide; morphine sulfate; naloxone; animal experiment; animal tissue; article; controlled study; cornea; dose response; electrostimulation; intravenous drug administration; male; mechanical stimulation; nociception; nonhuman; priority journal; rat; receptive field; spinal cord dorsal horn; thalamus; trigeminal nucleus","Article","Final","","Scopus","2-s2.0-0032693864"
"Gil J.M.; Correia L.M.","Gil, João M. (23396343900); Correia, Luís M. (55829558200)","23396343900; 55829558200","Impact of wideband directional propagation channel characteristics on adaptive beamforming","2003","IEICE Transactions on Communications","E85-B","12","","2640","2647","7","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037287176&partnerID=40&md5=d3e1df8c147b8b5d5afa11fe0b975b3e","Adaptive beamforming, using the Conjugate Gradient Normal Equation Residual problem, is applied to a base station array, in the UTRA-TDD up-link. A Wideband Directional Channel Model is used, characterising specific micro-cell, street-type scenarios. These differ in the number of mobile terminals, grouped and placed along the street axis, and on their distances to the base station. Time- and angle-of-arrival spreads, and on-the-air interference content are the main parameters inherently varied and analysed. The average beamforming gain and signal-to-noise ratio are evaluated, also varying the number of array elements. The high number of arriving correlated and closely correlated signals, together with the composed nature of the correlation matrix in the algorithm's cost function, result in that other than the MMSE solutions may lead to the best interference suppression, for the tested scenarios. Among the several weighted interfering power components, the most relevant is due to the delayed signals from all the other links. The combination of the number of arriving orthogonal codes, time-of-arrival and angle-of-arrival spreads condition beamforming performance: the number of array elements affect performance, depending on the mobile terminal distance to the base station, and on the number of active links: for short distances and large number of users, larger time-of-arrival spread degrades beamformer performance, over the opposing effect of angle-of-arrival spread; the number of active users affects beamforming gain especially in the case that delay spreads are larger, i.e., for shorter mobile terminal distances to the base station.","Adaptive beamforming; UMTS; Wideband directional propagation channel","Communication channels (information theory); Correlation methods; Evaluation; Interference suppression; Matrix algebra; Mobile telecommunication systems; Signal to noise ratio; Telecommunication links; Adaptive beamforming; Conjugate gradient normal equation residual problem; Correlation matrix; Wideband directional channel model; Directional patterns (antenna)","Article","Final","","Scopus","2-s2.0-0037287176"
"Min Jonathan; Samueli Henry","Min, Jonathan (7201920095); Samueli, Henry (7005652815)","7201920095; 7005652815","Synchronization techniques for a frequency-hopped wireless transceiver","1996","IEEE Vehicular Technology Conference","1","","","183","187","4","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029707990&partnerID=40&md5=e745780f9605fd3f1ab08a9172ee91da","The implementation of robust synchronization algorithms and architectures for master-slave configured frequency-hopped radios with frequency-shifted keying (FSK) modulation is described. The synchronization scheme, both acquisition and tracking, is based on a simple time division duplexing (TDD) frame structure, which consists of a pilot tone, a frame ID (Word Sync), and actual data. The acquisition process is accomplished by means of frame synchronization, based on coarse energy detection of the received signal and the pattern matching of a 21-digit Barker code. The proposed scheme for synchronous-access frequency-hopped transceivers is much simpler than a parallel search method based on parallel matched filters, and relatively faster compared to a PN acquisition scheme based on serial search. Although FSK signals are detected noncoherently, a frequency tracking loop is required to compensate for the carrier frequency offset between the transmitter and receiver. The receiver also needs a time tracking loop to recover the clock from the received data. Both loops use a digital phase-locked loop architecture with programmable loop bandwidths.","","Algorithms; Bandwidth; Codes (symbols); Data acquisition; Frequency hopping; Frequency shift keying; Modulation; Phase locked loops; Radio communication; Signal detection; Transceivers; Barker code; Frame synchronization; Frequency tracking loop; Pattern matching; Time division diplexing; Synchronization","Conference paper","Final","","Scopus","2-s2.0-0029707990"
"Kim J.G.; Wang T.; Li X.; Lee H.W.","Kim, Jung Gon (55862656500); Wang, Ting (56901979900); Li, Xiaoqiang (37109257500); Lee, Hyeon Woo (55865568796)","55862656500; 56901979900; 37109257500; 55865568796","Improved channel re-assigning for inter-system handover of 1.28 Mcps TDD/CDMA for IMT-2000","2003","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2524","","","63","72","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35248848038&partnerID=40&md5=01181fa63cb1b8bf84c796142781a726","This paper investigates the performance improvement of new channel re-assigning scheme during the inter-system handover from 1.28 Mcps TDD mode. Two proposed structures describes the use of asymmetric time-slot allocation pattern and the combination of time-slot allocation pattern of traffic channel. Each proposed scheme can be applied to the handover scenario to UTRA/FDD mode and UTRA/TDD mode with 3.84 Mcps chip rate from 1.28 Mcps TDD mode, respectively. Simulation results shows that the proposed structure attains the longer measurement time for target system to enhance the reliability of measurement and also increase the probability of successful synchronization. In conclusion, improvement of handover performance can be achieved by proposed scheme, but the impact from beam-forming and power control operation should be considered as a further study area. © Springer-Verlag Berlin Heidelberg 2003.","","Air traffic control; Handover performance; Inter-system handover; Measurement time; New channels; Study areas; Target systems; Time slot allocation; Traffic channels; Power control","Article","Final","","Scopus","2-s2.0-35248848038"
"Xie T.; Notkin D.","Xie, Tao (55574210063); Notkin, David (7004090547)","55574210063; 7004090547","Automatic extraction of object-oriented observer abstractions from unit-test executions","2004","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","3308","","","290","305","15","22","10.1007/978-3-540-30482-1_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048891581&doi=10.1007%2f978-3-540-30482-1_27&partnerID=40&md5=05a436b8f61fbf6e1d58697dc0f603e2","Unit testing has become a common step in software development. Although manually created unit tests are valuable, they are often insufficient; therefore, programmers can use an automatic unit-test-generation tool to produce a large number of additional tests for a class. However, without a priori specifications, programmers cannot practically inspect the execution of each automatically generated test. In this paper, we develop the observer abstraction approach for automatically extracting object-state-transition information of a class from unit-test executions, without requiring a priori specifications. Given a class and a set of its initial tests generated by a third-party tool, we generate new tests to augment the initial tests and produce the abstract state of an object based on the return values of a set of observers (public methods with non-void returns) invoked on the object. From the executions of both the new and initial tests, we automatically extract observer abstractions, each of which is an object state machine (OSM): a state in the OSM represents an abstract state and a transition in the OSM represents method calls. We have implemented the Obstra tool for the approach and have applied the approach on complex data structures; our experiences suggest that this approach provides useful object-state-transition information for programmers to inspect unit-test executions effectively. © Springer-Verlag Berlin Heidelberg 2004.","","Abstracting; Automatic test pattern generation; Computer software maintenance; Object oriented programming; Software design; Specifications; Automatic extraction; Automatically generated; Complex data structures; Object oriented; State machine; State transitions; Third-party tools; Unit test generations; Software testing","Article","Final","","Scopus","2-s2.0-35048891581"
"Ribot-Ciscar E.; Roll J.P.; Tardy-Gervet M.F.; Harlay F.","Ribot-Ciscar, E. (6603859491); Roll, J.P. (7005232646); Tardy-Gervet, M.F. (6701453234); Harlay, F. (6603006996)","6603859491; 7005232646; 6701453234; 6603006996","Alteration of human cutaneous afferent discharges as the result of long-lasting vibration","1996","Journal of Applied Physiology","80","5","","1708","1715","7","23","10.1152/jappl.1996.80.5.1708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029862888&doi=10.1152%2fjappl.1996.80.5.1708&partnerID=40&md5=9fa345615f7516f04ca154cd41f4877c","The unitary activities of slowly (15 SAI) and fast-adapting type I (12 FAI) skin mechanoreceptive afferent units innervating the anterior part of the human leg and foot were recorded by using the microneurographic method. The recordings were performed both at rest and on application of cutaneous stimuli of various intensities before and after exposure of the corresponding receptive fields to vibration (0.5 mm peak to peak, 100 pulses/s, 10 min). The results show that 11% of the units tested, which were previously silent, developed a bursting pattern of postvibratory activity, which lasted 12 min on average. This induced resting activity may account for the tingling sensations usually perceived after exposure to vibration. Furthermore, application of vibration to the cutaneous receptive fields impaired the response properties of the corresponding cutaneous fibers much more markedly in the case of the SAI than in the FAI units. More specifically, less than one-half of the FAI fibers tested showed a postvibratory depressed sensitivity to skin stroking applied at various velocities that persisted for only a few minutes, whereas the responses of all the SAI units to suprathreshold maintained skin indentations applied with increasing amplitudes decreased significantly for 20 min. These fairly durable changes in the transductive properties of the mechanoreceptive afferent units probably lead to an impairment of perceptual and sensorimotor processes and consequently may at least partly account for the alterations in sensorimotor performance that have been reported to occur in humans after exposure to vibration.","Cutaneous mechanoreceptive afferent units; Postvibratory effects; Unitary activities","Adult; Afferent Pathways; Female; Humans; Male; Neurons, Afferent; Perception; Skin Physiology; Vibration; adult; article; foot; human; human experiment; leg; mechanoreceptor; neurography; normal human; priority journal; sensory nerve; skin receptor; skin stimulation; vibration sense","Article","Final","","Scopus","2-s2.0-0029862888"
"Jeong I.; Nakagawa M.","Jeong, Incheol (57204292516); Nakagawa, Masao (36724946100)","57204292516; 36724946100","A novel transmission diversity system in TDD-CDMA","1998","IEICE Transactions on Communications","E81-B","7","","1409","1416","7","22","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032118933&partnerID=40&md5=5bb36656e2f570e003e54f9b2ac97f21","This paper presents a novel transmission diversity scheme for code division multiple access system. Conventional diversity receivers in mobile stations require space and complicated circuits, however, the proposed diversity schemes present significant diversity effect without any diversity equipment at the mobile station. It is possible to use the transmitter diversity at the base station by using the feature of time division duplex (TDD) which has strongly correlated fading patterns in both forward and reverse link. Computer simulation is performed to evaluate the performance of the proposed systems for single user environment. The performance of the system 1, which select best situated antenna, is analyzed and the BER performance for multiple access is presented.","Code division multiple access; Direct sequence spread spectrum; Pre-rake; Time division duplex; Transmission diversity","Bit error rate; Code division multiple access; Computer simulation; Direct sequence systems; Diversity reception; Mathematical models; Time division duplex (TDD); Cellular radio systems","Article","Final","","Scopus","2-s2.0-0032118933"
"Breyer A.; Jiang X.; Rütsche A.; Mojon D.S.","Breyer, Armin (6507169417); Jiang, Xiaoyi (7404628260); Rütsche, Adrian (15081370200); Mojon, Daniel S. (17035796100)","6507169417; 7404628260; 15081370200; 17035796100","A new objective test for random-dot stereopsis in preverbal children; [Ein neues objektives testverfahren für random-dotstereopsis bei präverbalen kindern]","2003","Klinische Monatsblatter fur Augenheilkunde","220","3","","96","98","2","4","10.1055/s-2003-38164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037353712&doi=10.1055%2fs-2003-38164&partnerID=40&md5=3e364495d2ede3a47bb26d706e6df382","Background: The Lang-Stereotest is at best half-objective in testing stereovision in preverbal children. We developed a new method which might objectively measure random-dot stereopsis in preverbal children. Patients and methods: We project two separate random-dot images into the left and right eye using a 3D-monitor. If both eyes are perfectly aligned and random stereopsis is present, the child perceives a stimulus. Four different stimulus positions are shown at random. An infrared oculography system objectively detects whether the stimuli are seen. By using a specific baby examination unit, testing is already feasible in infants. Results: We present the plots of two children with a positive (normal) and two with a negative (pathologic) response to random-dot stimuli. Conclusions: This new examination technique allows an objective assessment of random-dot stereopsis in non-verbal children. It permits us for the first time to study the development of stereovision under natural conditions. In future, the method may also be used to screen preverbal children for visual abnormalities. Larger studies are required to determine the positive and negative predictive values of this new test.","Diagnostic techniques; Random-dot stimuli; Stereovision","Child, Preschool; Depth Perception; Diagnosis, Computer-Assisted; Feasibility Studies; Humans; Infant; Microcomputers; Orientation; Pattern Recognition, Visual; Vision Disorders; Vision Screening; Vision Tests; conference paper; controlled study; depth perception; diagnostic imaging; diagnostic procedure; echooculography; feasibility study; human; image analysis; stereoscopic vision; visual stimulation","Conference paper","Final","","Scopus","2-s2.0-0037353712"
"Jeong Incheol; Nakagawa Masao","Jeong, Incheol (57204292516); Nakagawa, Masao (36724946100)","57204292516; 36724946100","Novel transmission diversity system in TDD-CDMA","1998","IEEE International Symposium on Spread Spectrum Techniques & Applications","3","","","771","775","4","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031622026&partnerID=40&md5=973f6d5a2d4c148f7c4bf6235bc1090a","This paper presents a novel transmission diversity scheme for code division multiple access system. Conventional diversity receivers in mobile stations require space and complicated circuits, however, the proposed diversity schemes presents significant diversity effect without any diversity equipment at the mobile station. It is possible to use the transmitter diversity at the base station by using the feature of time division duplex (TDD) which has strongly correlated fading patterns in both forward and reverse link. Computer simulation is performed to evaluate the performance of the proposed systems for single user environment. The performance of the system 1 is analyzed and the BER performance for the multiple access is presented.","","Bit error rate; Computer simulation; Diversity reception; Fading (radio); Radio receivers; Radio stations; Time division duplex-code division multiple access (TDD-CDMA) systems; Transmission diversity systems; Code division multiple access","Conference paper","Final","","Scopus","2-s2.0-0031622026"
"Gaese B.H.; Ostwald J.","Gaese, Bernhard H. (6602343477); Ostwald, Joachim (7007042461)","6602343477; 7007042461","Temporal Coding of Amplitude and Frequency Modulation in the Rat Auditory Cortex","1995","European Journal of Neuroscience","7","3","","438","450","12","130","10.1111/j.1460-9568.1995.tb00340.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028934742&doi=10.1111%2fj.1460-9568.1995.tb00340.x&partnerID=40&md5=5672f1cfa3a71471de23450c02176eae","The rat primary auditory cortex was explored for neuronal responses to pure tones and sinusoidally amplitude‐modulated (SAM) and frequency‐modulated (SFM) stimuli. Units showed phase‐locked responses to SAM stimulation (55%) and SFM stimulation (80%), with modulation frequencies up to 18 Hz. Tuning characteristics to the modulation frequency were mainly band‐pass with best modulation frequencies (BMFs) between 4 and 15 Hz. Units with synchronized activity to SFM stimulation showed three response types with respect to the direction of the frequency modulation: 52% were selective to the upward direction, 30% to the downward direction, and 18% had no preference. Triangular frequency modulations were used to test if units were tuned to specific modulation frequencies or to specific rates of frequency change. In the vast majority of units tested the response characteristics were strongly influenced by varying the modulation frequency, whereas varying the rate of frequency change had little effect in the stimulus range used. Units that showed phase‐locked responses to SAM and SFM stimulation had similar activity patterns in response to both types of stimuli. BMFs for SAM and SFM stimulation were significantly correlated. Intrinsic oscillations of up to 20 Hz could be seen in the spontaneous activity and after the stimuli independent of the stimulus type. Oscillation frequencies were significantly correlated with the BMFs of the respective units. The results are discussed in terms of a mechanism for periodicity detection based on a temporal code. This could be important for the recognition of complex acoustic signals. Copyright © 1995, Wiley Blackwell. All rights reserved","direction‐selective; feature detection; intrinsic oscillations; periodicity coding; single unit","Acoustic Stimulation; Animal; Auditory Cortex; Comparative Study; Electrophysiology; Female; Neurons; Oscillometry; Rats; Rats, Sprague-Dawley; Support, Non-U.S. Gov't; Time Perception; animal experiment; animal tissue; article; auditory cortex; auditory stimulation; controlled study; female; frequency modulation; nerve cell; nerve conduction; nerve stimulation; nonhuman; oscillation; periodicity; priority journal; rat","Article","Final","","Scopus","2-s2.0-0028934742"
"Chen C.-J.; Wang L.-C.","Chen, Chiung-Jang (8384856000); Wang, Li-Chun (23095874000)","8384856000; 23095874000","Interference suppression in TDD/CDMA cellular systems with asymmetric traffic using MVDR beamforming","2002","IEEE Vehicular Technology Conference","56","1","","141","145","4","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036445643&partnerID=40&md5=6275f3913a9225b550b37df429712a79","The primary advantage of the TDD system is to accommodate asymmetric traffic by allocating different numbers of uplink and downlink time slots. However, in the TDD/CDMA cellular system, uplink signals may suffer strong interference from the downlink transmission of neighboring base stations. This kind of opposite direction interference has adverse impact on the TDD/CDMA system performance. In this paper, we propose to apply the MVDR beamforming technique to suppress the opposite direction interference. We evaluate the uplink performance of the proposed technique by simulation. Moreover, by jointly employing transmit beamforming in all asynchronous cells, the TDD/CDMA cellular system can allow different rates of asymmetry in different cells. Thus, each cell can design its own pattern of slot allocation.","Antenna arrays; MVDR beamforming; TDD/CDMA system; Transmit beamforming","Antenna arrays; Cellular radio systems; Cochannel interference; Code division multiple access; Computer simulation; Diversity reception; Radio interference; Radio links; Telecommunication traffic; Time division multiplexing; Asymmetric traffic; Minimum variance distortionless response; Time division duplex; Interference suppression","Conference paper","Final","","Scopus","2-s2.0-0036445643"
"Monroe s.; Di Lorenzo P.M.","Monroe s. (56348264400); Di Lorenzo, P.M. (6603716645)","56348264400; 6603716645","Taste responses in neurons in the nucleus of the solitary tract that do and do not project to the parabrachial pons","1995","Journal of Neurophysiology","74","1","","249","257","8","44","10.1152/jn.1995.74.1.249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029080255&doi=10.1152%2fjn.1995.74.1.249&partnerID=40&md5=51e1013494f6fdf947ae94d9fc687d76","1. Mechanisms of neural coding of gustatory stimuli were studied in the nucleus of the solitary tract (NTS), the first relay in the neural pathway for gustation, in anesthetized rats. Taste-responsive NTS units were identified as 'relay' or 'nonrelay' based on the electrophysiological response to electrical pulses delivered to the parabrachial nucleus of the pons (PbN), the second relay in the neural pathway for gustation. Coding mechanisms in each group were analyzed separately. 2.Taste responses to sapid solutions of NaCl (0.1 M), HCl (0.01 M), quinine HCl (0.01 M), sucrose (0.5 M) and Na-saccharin (0.004 M) were recorded in single units in the NTS. After gustatory stimulation, electrophysiological responses to electrical stimulation of the taste-responsive part of the ipsilateral PbN were recorded. A 0.2-ms pulse was delivered at 75-250 μA at a rates of 1, 25, 50 and 100 pps through a bipolar stainless steel electrode. An antidromic response was defined as a time-locked spike that occurred at a fixed latency after PbN stimulation that followed high stimulation frequencies. A collision test also was performed. 3. Of 42 taste-responsive NTS units, 19 (45%) were relay units, 22 (52%) were nonrelay and 1 unit was activated orthodromically by PbN stimulation. Latencies of evoked spikes ranged from 1.75 to 4.0 ms 2.1 ± 0.2 ms (mean ± SE, median, 1.75 ms). 4. Examination of general response characteristics revealed few differences among relay and nonrelay units. The mean response rates produced by taste stimuli were similar in relay and nonrelay units, with the exception of saccharin, which evoked a significantly larger response in relay units compared with nonrelay units. Classification of units based on their best, i.e., most effective, stimulus showed that most units in both groups were either NaCl- or HCl-best. Relay units were most frequently HCl-best; non relay units were most frequently NaCl-best. 5. Both relay and nonrelay units were broadly responsive across the taste stimuli that were tested. Almost all units in both groups responded to more than one taste stimulus; however, significantly more relay units responded to three or more of the representatives of the four basic taste qualities (sweet, sour, salty, and bitter). The uncertainty measure, an index of the breadth of tuning, was not different in relay and nonrelay units. 6. The labeled line index also was calculated to assess the extent to which pairwise comparisons of taste stimuli by the associated across unit patterns of response were accomplished by a labeled line code, where separate subsets of units respond to each stimulus of a pair, or by a frequency code, where both stimuli evoke responses in the same subset of units, albeit with different magnitudes. Results suggested that pairwise comparisons of taste stimuli among relay units were characterized predominatly by labeled line types of codes but showed more evidence of frequency codes among nonrelay units. 7. Across unit patterns of response were analyzed using a vector space analysis. In this approach, the response of each unit to a given stimulus is treated as a coordinate in n-dimensional space, where n is the number of units tested. The vector defined by the responses of the sample of units literally represents the across unit pattern evoked by a taste stimulus. When the relationships among these vectors were analyzed for NTS units, results suggested that, for relay units, the across unit patterns associated with palatable stimuli, i.e., NaCl and sucrose, were more similar to each other than they were to the across unit patterns produced by unpalatable stimuli, i.e., HCl and quinine. The converse was also true. In contrast to previous reports that proposed that the NTS preferentially conveys information about hedonically positive stimuli to the PbN from the NTS may enhance the differences between palatable and unpalatable stimuli to more rostral structures.","","hydrochloric acid; quinine; saccharin sodium; sodium chloride; sucrose; animal experiment; animal tissue; antidromic stimulation; article; electrostimulation; nonhuman; parabrachial nucleus; priority journal; rat; solitary tract nucleus; taste discrimination","Article","Final","","Scopus","2-s2.0-0029080255"
